acc_x_time,data_2,roll,pitch,yaw,acc_x_data,acc_y_data,acc_z_data,gyro_x_data,gyro_y_data,gyro_z_data,force,data13,data14,data15,data16,data17,data18,data19,data20,data21,data22,data23
31890.0,10.0,177.06465,81.448845,171.39352,-9.299369,0.1573126,-1.3634958,0.079612255,-0.07225461,-0.0032179065,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31900.0,10.0,176.95744,81.55813,171.25238,-9.421319,0.26429126,-1.3961519,0.0647003,-0.12322852,0.010659735,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31910.0,11.0,176.93948,81.65995,171.18488,-9.330686,0.29684904,-1.3063966,0.07312986,-0.14166982,0.0032780694,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31920.0,11.0,176.86984,81.776985,171.0618,-9.12422,0.31453717,-1.2533394,0.07844176,-0.1598522,0.0059349467,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31930.0,10.0,176.8206,81.925934,170.95107,-8.9658985,0.29937476,-1.2448784,0.08744095,-0.18768537,0.008015151,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31940.0,10.0,176.81984,82.125755,170.87836,-8.920702,0.30633986,-1.3355356,0.09819552,-0.23361193,0.0017644842,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31950.0,11.0,176.84383,82.37962,170.82335,-8.989386,0.23944977,-1.4153616,0.115398176,-0.30360234,-0.004781412,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31960.0,11.0,176.90298,82.66805,170.81314,-9.082558,0.16631567,-1.4384553,0.12161016,-0.37327212,-0.014315185,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31970.0,11.0,176.986,82.97918,170.83762,-9.20063,0.014520421,-1.3921727,0.11658662,-0.4334223,-0.024990387,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31980.0,10.0,177.1276,83.30517,170.93239,-9.347706,-0.1351345,-1.2651603,0.10936663,-0.48198825,-0.033075403,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31990.0,10.0,177.39684,83.65313,171.17352,-9.314445,-0.25737658,-1.1092978,0.0919289,-0.51864153,-0.050323147,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32000.0,10.0,177.70781,84.04135,171.47699,-9.148534,-0.30286658,-0.7922111,0.07109708,-0.56827116,-0.06907927,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32010.0,10.0,177.74278,84.49064,171.56348,-8.432655,-0.70981216,-0.42107362,0.038797654,-0.62494564,-0.07651871,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32020.0,10.0,176.97758,85.0555,170.95952,-7.906229,-0.8952914,-0.35692215,-0.055246923,-0.7268295,-0.048536915,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32030.0,10.0,175.42018,85.754486,169.63374,-7.8108354,-0.70115703,-0.5480514,-0.19074148,-0.887014,0.011979644,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32040.0,11.0,173.63377,86.5659,168.06178,-7.8689327,-0.4573837,-0.59662277,-0.27591538,-1.0695244,0.032429375,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32050.0,10.0,171.15979,87.44964,165.72421,-8.099163,-0.26171014,-0.47720945,-0.29442328,-1.2446177,0.017217854,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32060.0,10.0,165.53378,88.411446,160.15463,-8.265602,-0.35734788,-0.1712949,-0.22337209,-1.382479,0.013372597,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32070.0,9.0,137.03104,89.427,131.7229,-9.154274,0.0146117145,-0.1707294,-0.17450449,-1.574318,0.0023706139,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32080.0,11.0,27.092903,89.2087,21.887579,-10.019903,-0.19478482,-0.019965047,-0.17784023,-1.7620269,-0.009935852,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32090.0,11.0,9.2469225,88.28616,4.156943,-11.156473,-0.07869476,-0.3967523,-0.1812132,-1.7737541,-0.047562536,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32100.0,10.0,4.2583795,87.53821,-0.70811504,-12.554102,0.20150018,-0.2779665,-0.20220119,-1.7092499,-0.11670697,-0.7326019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
